ID,LAT,LON,NAME,Total Days,Missing Days,Missing %
US1LAAC0003,30.2353,-92.2843,RAYNE 1.0 W,14,1,7.14
US1LAAV0001,30.9517,-92.1921,BUNKIE 0.3 WSW,14,6,42.86
US1LACC0005,30.2545,-93.2694,WESTLAKE 0.7 WNW,14,10,71.43
US1LACC0014,30.145,-93.1764,LAKE CHARLES 4.8 SSE,14,5,35.71
US1LACC0018,30.1842,-93.2011,LAKE CHARLES 1.8 S,14,8,57.14
US1LAEB0005,30.3657,-91.1168,GARDERE 1.2 ENE,14,13,92.86
US1LAEB0014,30.4393,-91.0685,BATON ROUGE 3.5 E,14,5,35.71
US1LAEB0019,30.5096,-91.0016,MONTICELLO 3.0 ENE,14,5,35.71
US1LAEB0027,30.4507,-91.0843,BATON ROUGE 2.5 E,14,1,7.14
US1LAEB0053,30.4089,-91.1058,BATON ROUGE 3.0 SSE,14,9,64.29
US1LAEB0054,30.4281,-91.0243,BATON ROUGE 6.2 ESE,14,9,64.29
US1LAEB0059,30.357,-91.077,BATON ROUGE 7.0 SSE,14,9,64.29
US1LAJD0002,30.236,-92.823,WELSH 0.7 W,14,3,21.43
US1LALY0006,30.2521,-92.0889,SCOTT 1.0 N,14,6,42.86
US1LAPC0002,30.6807,-91.4115,NEW ROADS 2.7 ESE,14,7,50.0
US1LARP0009,31.3195,-92.4223,PINEVILLE 1.0 SSW,14,1,7.14
US1MSAD0001,31.4213,-91.3985,NATCHEZ 8.8 S,14,10,71.43
US1MSAD0004,31.4845,-91.2526,NATCHEZ 9.1 ESE,14,6,42.86
US1TXAG0001,31.3213,-94.8445,LUFKIN 7.0 W,14,1,7.14
US1TXAG0005,31.3212,-94.7211,LUFKIN 0.9 SSE,14,5,35.71
US1TXAG0009,31.298,-94.8473,LUFKIN 7.6 WSW,14,1,7.14
US1TXAG0010,31.3283,-94.7815,HUDSON 0.9 E,14,13,92.86
US1TXAS0002,29.8925,-96.489,NEW ULM 0.1 ENE,14,10,71.43
US1TXAS0004,29.9515,-96.2544,BELLVILLE 0.4 NE,14,2,14.29
US1TXAS0012,29.8662,-96.3264,CAT SPRING 1.4 N,14,10,71.43
US1TXAS0015,30.0341,-96.2209,BELLVILLE 6.5 NNE,14,2,14.29
US1TXAS0017,29.6411,-96.051,WALLIS 1.1 NE,14,3,21.43
US1TXAS0018,29.9508,-96.2452,BELLVILLE 0.9 ENE,14,4,28.57
US1TXBRZ018,29.4176,-95.2673,ALVIN 1.6 SW,14,7,50.0
US1TXBRZ027,29.0269,-95.4337,LAKE JACKSON 1.3 SE,14,13,92.86
US1TXBZS040,30.6277,-96.2089,COLLEGE STATION 6.4 ENE,14,8,57.14
US1TXBZS075,30.6014,-96.3145,COLLEGE STATION 0.1 WNW,14,11,78.57
US1TXBZS088,30.7138,-96.3902,BRYAN 3.5 NNW,14,3,21.43
US1TXBZS092,30.5774,-96.3146,COLLEGE STATION 1.6 S,14,13,92.86
US1TXBZS097,30.624,-96.3199,COLLEGE STATION 1.7 NNW,14,7,50.0
US1TXBZS098,30.7714,-96.3734,BRYAN 7.1 N,14,9,64.29
US1TXBZS104,30.5728,-96.3002,COLLEGE STATION 2.0 SSE,14,9,64.29
US1TXCHM008,29.8722,-94.8893,MONT BELVIEU 1.5 NNW,14,4,28.57
US1TXCLR010,29.8188,-96.478,NEW ULM 5.1 S,14,5,35.71
US1TXFB0012,29.6166,-95.6332,SUGAR LAND 1.0 W,14,1,7.14
US1TXFB0017,29.6176,-95.7268,RICHMOND 3.4 NE,14,2,14.29
US1TXFB0018,29.612,-95.7318,RICHMOND 2.9 NE,14,1,7.14
US1TXFB0022,29.5261,-95.7221,RICHMOND 4.6 SE,14,2,14.29
US1TXFB0025,29.6388,-95.6269,SUGAR LAND 1.5 NNW,14,12,85.71
US1TXFB0027,29.5828,-95.6294,SUGAR LAND 2.6 SSW,14,6,42.86
US1TXFB0028,29.4702,-95.4934,MISSOURI CITY 7.5 SSE,14,13,92.86
US1TXFB0032,29.7074,-95.9397,FULSHEAR 2.7 WNW,14,5,35.71
US1TXFB0042,29.557,-95.74,RICHMOND 2.3 SE,14,9,64.29
US1TXFB0051,29.6408,-95.739,RICHMOND 4.4 NNE,14,3,21.43
US1TXFB0053,29.7087,-95.7576,KATY 7.3 SSE,14,5,35.71
US1TXGV0005,29.4867,-95.2072,FRIENDSWOOD 1.9 SSW,14,4,28.57
US1TXGV0009,29.4555,-95.0889,DICKINSON 1.4 W,14,12,85.71
US1TXGV0015,29.5057,-95.1242,LEAGUE CITY 1.7 NW,14,13,92.86
US1TXGV0017,29.406,-94.9341,TEXAS CITY 1.5 E,14,6,42.86
US1TXGV0018,29.2824,-94.805,GALVESTON 6.4 NE,14,7,50.0
US1TXGV0022,29.511,-95.0898,LEAGUE CITY 2.1 NNE,14,7,50.0
US1TXGV0029,29.5303,-95.0236,KEMAH 0.2 WNW,14,4,28.57
US1TXGV0043,29.4765,-94.5803,CRYSTAL BEACH 3.7 ENE,14,10,71.43
US1TXGV0052,29.478,-95.1648,LEAGUE CITY 3.5 W,14,7,50.0
US1TXGV0061,29.2067,-94.9465,GALVESTON 3.6 WSW,14,13,92.86
US1TXGV0062,29.2767,-94.817,GALVESTON 5.6 NE,14,12,85.71
US1TXGV0063,29.5001,-95.1873,FRIENDSWOOD 1.0 SE,14,4,28.57
US1TXGV0065,29.2189,-94.9337,GALVESTON 2.6 WSW,14,9,64.29
US1TXGV0066,29.3457,-95.0926,SANTA FE 2.5 S,14,12,85.71
US1TXGV0068,29.4612,-95.0643,DICKINSON 0.5 NNE,14,10,71.43
US1TXGV0071,29.4095,-95.0314,TEXAS CITY 4.4 W,14,1,7.14
US1TXGV0073,29.3014,-94.7817,GALVESTON 8.3 NE,14,7,50.0
US1TXHRN001,30.272,-94.2201,LUMBERTON 1.2 WNW,14,4,28.57
US1TXHRN005,30.3723,-94.3159,KOUNTZE 0.0 WSW,14,3,21.43
US1TXHRN006,30.357,-94.3161,KOUNTZE 1.1 S,14,2,14.29
US1TXHRR004,29.7129,-95.6688,MISSION BEND 1.4 N,14,8,57.14
US1TXHRR043,30.0803,-95.7178,TOMBALL 6.2 W,14,13,92.86
US1TXHRR052,29.567,-95.0982,NASSAU BAY 1.6 NNW,14,4,28.57
US1TXHRR089,29.5289,-95.1852,FRIENDSWOOD 1.4 NNE,14,4,28.57
US1TXHRR095,29.5993,-95.1161,TAYLOR LAKE VILLAGE 4.1 WNW,14,8,57.14
US1TXHRR114,30.0212,-95.8043,HOCKLEY 2.5 ESE,14,13,92.86
US1TXHRR116,29.8121,-95.8177,KATY 1.0 NNE,14,2,14.29
US1TXHRR139,29.7851,-95.2015,CLOVERLEAF 1.7 W,14,1,7.14
US1TXHRR147,29.6172,-95.2341,SOUTH HOUSTON 3.0 S,14,5,35.71
US1TXHRR150,30.0651,-95.1997,KINGWOOD 0.9 WNW,14,8,57.14
US1TXHRR164,29.9326,-95.6258,JERSEY VILLAGE 4.6 NW,14,5,35.71
US1TXHRR165,29.7858,-95.3735,HOUSTON 1.4 NE,14,3,21.43
US1TXHRR170,29.5308,-95.181,FRIENDSWOOD 1.6 NE,14,1,7.14
US1TXHRR176,29.8054,-95.4529,HOUSTON 4.7 WNW,14,3,21.43
US1TXHRR223,29.7668,-95.7061,MISSION BEND 5.6 NNW,14,10,71.43
US1TXHRR225,30.0342,-95.6226,TOMBALL 4.3 S,14,13,92.86
US1TXHRR236,29.7468,-95.6015,BUNKER HILL VILLAGE 4.4 WSW,14,6,42.86
US1TXHRR237,29.5727,-95.1271,WEBSTER 2.8 NNW,14,11,78.57
US1TXHRR238,29.5865,-95.1379,WEBSTER 3.9 NNW,14,3,21.43
US1TXHRR243,29.9999,-95.5745,TOMBALL 7.2 SSE,14,4,28.57
US1TXJJ0003,29.9747,-93.9578,PORT NECHES 1.0 W,14,11,78.57
US1TXJJ0009,30.0527,-94.182,BEAUMONT 3.3 SW,14,1,7.14
US1TXJJ0010,29.9526,-93.9727,PORT ARTHUR 9.1 NNW,14,9,64.29
US1TXJS0002,30.903,-94.1065,JASPER 6.7 W,14,4,28.57
US1TXJS0006,30.4647,-93.963,BUNA 1.4 N,14,5,35.71
US1TXLR0001,30.3336,-95.0889,CLEVELAND 0.9 SW,14,10,71.43
US1TXLR0010,30.2722,-95.0688,CLEVELAND 5.0 S,14,9,64.29
US1TXLR0014,30.0501,-94.8914,DAYTON 0.2 E,14,1,7.14
US1TXLR0015,30.0403,-94.8815,DAYTON 1.1 SE,14,4,28.57
US1TXMDS002,30.9023,-95.9182,MADISONVILLE 3.5 S,14,8,57.14
US1TXMNG004,30.4496,-95.6901,MONTGOMERY 4.0 N,14,7,50.0
US1TXMNG008,30.1667,-95.5103,THE WOODLANDS 1.4 WNW,14,9,64.29
US1TXMNG018,30.3867,-95.6135,MONTGOMERY 4.9 E,14,13,92.86
US1TXMNG030,30.1417,-95.4658,THE WOODLANDS 1.8 SE,14,2,14.29
US1TXMNG036,30.2135,-95.5621,THE WOODLANDS 5.8 NW,14,8,57.14
US1TXMNG054,30.2731,-95.5437,MONTGOMERY 12.2 SE,14,11,78.57
US1TXMNG058,30.1474,-95.4528,THE WOODLANDS 2.3 ESE,14,8,57.14
US1TXMNG063,30.1911,-95.1316,ROMAN FOREST 1.9 ENE,14,6,42.86
US1TXMTG004,28.8681,-96.1662,PALACIOS 11.5 NNE,14,8,57.14
US1TXNW0002,31.151,-93.5993,BURKEVILLE 11.2 NNE,14,2,14.29
US1TXOR0001,30.0428,-93.8675,BRIDGE CITY 1.3 NW,14,3,21.43
US1TXPL0003,30.8009,-95.1039,ONALASKA 0.6 SSE,14,5,35.71
US1TXPL0028,30.7286,-95.1025,LIVINGSTON 10.0 W,14,7,50.0
US1TXPL0032,30.8977,-94.9428,MOSCOW 7.0 W,14,8,57.14
US1TXSA0002,31.225,-94.13,BROADDUS 9.9 SE,14,13,92.86
US1TXSB0001,31.3206,-93.7072,HEMPHILL 8.6 E,14,6,42.86
US1TXSJ0010,30.8304,-95.2116,POINT BLANK 5.8 N,14,2,14.29
US1TXSJ0012,30.6945,-95.2913,OAKHURST 3.6 SSE,14,6,42.86
US1TXTR0009,30.8855,-94.3959,COLMESNEIL 2.3 SE,14,9,64.29
US1TXWA0003,30.2299,-96.1356,HEMPSTEAD 10.0 NNW,14,1,7.14
US1TXWA0010,30.169,-96.2534,CHAPPELL HILL 1.8 N,14,4,28.57
US1TXWA0018,30.1794,-96.404,BRENHAM 1.4 NNW,14,8,57.14
US1TXWH0005,29.1845,-96.3156,EL CAMPO 2.5 WSW,14,10,71.43
US1TXWH0009,29.3541,-96.0697,WHARTON 3.1 NE,14,7,50.0
US1TXWK0003,30.6256,-95.7148,HUNTSVILLE 11.5 WSW,14,1,7.14
US1TXWK0011,30.5403,-95.4385,NEW WAVERLY 2.6 E,14,10,71.43
US1TXWK0014,30.8515,-95.4825,HUNTSVILLE 10.4 NNE,14,10,71.43
US1TXWK0015,30.7228,-95.4016,DODGE 1.6 S,14,8,57.14
US1TXWK0020,30.6822,-95.5175,HUNTSVILLE 2.8 SE,14,9,64.29
US1TXWK0025,30.679,-95.555,HUNTSVILLE 2.3 S,14,5,35.71
US1TXWL0009,29.8729,-96.003,BROOKSHIRE 6.9 NNW,14,1,7.14
USC00160462,30.5669,-91.1633,BAKER,14,3,21.43
USC00160548,30.4192,-91.1303,BATON ROUGE CONCORD,14,1,7.14
USC00160617,30.7903,-92.4969,BEAVER FIRE TWR,14,8,57.14
USC00163979,29.8894,-93.4022,HACKBERRY 8 SSW,14,2,14.29
USC00164288,31.3747,-93.3911,HODGES GARDENS,14,2,14.29
USC00165072,30.3014,-93.2689,LAKE CHARLES 7 NW,14,8,57.14
USC00165076,30.2142,-93.2494,LAKE CHARLES PORT,14,1,7.14
USC00165287,31.0517,-93.2789,LEESVILLE 6 SSW,14,7,50.0
USC00165920,31.1286,-92.0644,MARKSVILLE,14,8,57.14
USC00166431,30.2944,-93.2083,MOSS BLUFF,14,1,7.14
USC00167448,30.4508,-91.2183,PORT ALLEN,14,3,21.43
USC00167729,31.2544,-91.96,RED RVR LOCK #1,14,10,71.43
USC00167732,31.1872,-92.2906,RED RIVER LOCK # 2,14,9,64.29
USC00169369,30.695,-92.2664,VILLE PLATTE,14,6,42.86
USC00169376,30.1992,-93.6778,VINTON 5W,14,4,28.57
USC00410235,29.7878,-94.6342,ANAHUAC,14,11,78.57
USC00410611,30.0969,-94.0997,BEAUMONT CITY,14,6,42.86
USC00410613,30.0686,-94.2928,BEAUMONT RSCH CTR,14,3,21.43
USC00411810,30.3636,-95.0839,CLEVELAND,14,5,35.71
USC00412676,29.6211,-96.3661,EAGLE LAKE RESCH CTR,14,7,50.0
USC00414563,30.9153,-94.0097,JASPER,14,7,50.0
USC00415477,30.9392,-95.9203,MADISONVILLE,14,1,7.14
USC00415659,28.6836,-95.9733,MATAGORDA #2,14,13,92.86
USC00416280,30.1375,-95.1783,NEW CANEY 2 E,14,2,14.29
USC00416680,30.2267,-93.7389,ORANGE 9 N,14,2,14.29
USC00419491,30.3236,-96.1594,WASHINGTON SP,14,4,28.57
USC00419605,29.1378,-95.6253,W COLUMBIA 1 ESE,14,7,50.0
USC00419898,30.7678,-94.4117,WOODVILLE,14,11,78.57
USW00012953,29.2661,-96.0075,WHARTON RGNL AP,14,11,78.57
USW00012976,29.1153,-95.4633,ANGLETON LK JACKSON BRAZORIA C,14,5,35.71
